developer_id,account_age_days,total_commits,commits_last_90d,total_repos,pull_requests_merged,issues_closed,stars_received,languages_used,language_entropy,primary_language,framework_count,has_readme_pct,has_tests_pct,has_ci_pct,commit_message_avg_len,fork_to_original_ratio,languages_per_repo_avg,commit_trend_slope,activity_decay_lambda,years_active,has_bio,has_company,has_location,bio_length,avg_repo_size_kb,avg_repo_description_len,developer_dna_score,developer_tier
rickey56,1714,401,15,21,3,3,506,"CSS,Lua,R,PHP,Ruby,Python,Haskell,TypeScript,Shell,Elixir",3.3219,Elixir,6,0.053,0.383,0.326,53,0.217,1.71,-1.0701,0.0,4.69,1,0,1,18,730,94,0.2101,2
dev_9822,1551,78,1,5,28,13,318,"Java,Shell,JavaScript",1.585,JavaScript,1,0.629,0.71,0.284,39,0.711,1.32,-0.0755,0.0079,4.25,0,0,1,0,222,9,0.2814,0
jeremyreed,263,29,4,20,7,6,91,Lua,0.0,Lua,0,0.0,0.085,0.388,43,0.292,2.01,-2.6868,0.0268,0.72,0,0,0,0,39,76,0.1064,0
dev_1664,3551,173,7,92,209,319,972,"Scala,CSS,R,Swift,Rust,Python,C,Haskell,Shell,JavaScript,Elixir",3.4594,Haskell,10,1.0,0.538,0.772,33,0.423,2.99,1.7823,-0.0114,9.72,1,1,1,73,304,0,0.4486,2
rbecker,30,215,41,15,21,9,58,"CSS,Lua,PHP,C++,C",2.3219,PHP,0,0.041,0.485,0.491,33,0.173,2.4,1.6442,0.1599,0.1,0,1,0,0,280,29,0.2107,0
hubbardcharles,1489,774,100,3,11,8,38,"Dart,PHP,C++",1.585,C++,6,0.853,0.147,0.926,45,0.592,2.18,0.5541,-0.0128,4.08,0,1,1,0,140,74,0.2746,1
nicholas92,2014,334,57,3,1,2,101,Go,0.0,Go,4,0.286,0.282,0.0,53,0.548,1.16,-0.3164,-0.1094,5.51,1,0,0,92,56,0,0.2223,0
dev_1997,1402,166,33,21,0,0,7,C++,0.0,C++,3,0.531,0.352,0.139,7,0.46,1.67,4.118,0.0939,3.84,0,0,0,0,266,37,0.2279,1
mariopayne,4555,3453,760,121,1029,288,872,"Scala,CSS,R,PHP,Lua,Rust,Ruby,Dart,C#,Kotlin,Python,Haskell,TypeScript,Shell,Java,Swift",4.0,Java,5,0.911,0.92,0.785,56,0.531,2.58,6.7547,-0.0892,12.47,1,1,1,124,4629,92,0.5501,2
rachel07,2509,72,6,9,29,13,21,"Lua,Julia,Dart,C#,Elixir",2.3219,Lua,7,0.459,0.539,0.222,49,0.344,3.35,2.4964,-0.0105,6.87,1,0,1,57,74,22,0.3053,1
carolyn41,1941,71,1,17,11,9,133,HTML,0.0,HTML,6,0.36,0.928,0.034,45,0.3,2.13,-2.2756,0.0245,5.31,1,0,0,129,165,80,0.1736,1
edwardramirez,4118,9329,1696,54,700,639,268,"Scala,Lua,Haskell,C++,Ruby,Julia,JavaScript,Java,Dart,C#,Python,SQL,TypeScript,Go",3.8074,Go,12,0.876,0.785,0.337,88,0.572,3.83,-0.4302,-0.0775,11.27,1,0,1,91,661,70,0.5582,1
jeffrey3,2814,845,6,163,59,72,505,"Lua,Haskell,Ruby,Kotlin,C,SQL",2.585,Haskell,11,1.0,0.595,0.714,83,0.747,2.3,0.9592,0.0142,7.7,1,0,0,137,2096,46,0.4029,2
robert28,665,6,1,2,0,0,104,"Scala,PHP,C",1.585,PHP,7,0.404,0.368,0.24,3,0.925,0.93,0.5419,-0.0512,1.82,1,0,1,49,18,77,0.2539,0
tina42,2284,5695,794,13,297,186,146,"Lua,HTML,PHP,C++,Julia,Dart,Kotlin,Java",3.0,Java,4,0.722,0.61,0.227,38,0.353,3.87,5.2678,-0.053,6.25,0,0,1,0,386,85,0.4085,1
dev_1869,1066,1586,131,14,15,26,50,"CSS,C++,Ruby,Dart,Haskell,Shell,JavaScript",2.8074,Shell,1,0.658,0.199,0.0,16,0.452,2.34,4.8347,0.0648,2.92,0,0,0,0,93,53,0.253,1
monica60,2685,2106,496,51,295,261,881,"Scala,Lua,R,Rust,Dart,Python,SQL,Shell,JavaScript",3.1699,R,17,0.998,0.275,0.794,60,0.51,3.08,2.8537,-0.0703,7.35,1,1,0,39,4059,126,0.4238,2
leah4,2774,39,8,43,14,3,9,"Java,R,PHP,C",2.0,PHP,0,0.38,0.132,0.174,13,0.491,1.49,2.6548,0.2182,7.59,1,0,0,81,14,95,0.1886,0
anthony88,2258,113,31,10,18,17,221,"CSS,Lua,Swift,PHP,Ruby,Shell,Java,Elixir",3.0,PHP,6,0.889,0.211,0.558,33,0.155,2.64,3.2114,0.1364,6.18,0,0,0,0,291,44,0.3354,1
david2,2471,355,85,14,1091,641,338,"CSS,HTML,PHP,Julia,Dart,C,Python,Java,Swift",3.1699,Java,16,0.701,0.637,0.337,60,1.0,4.05,1.8405,0.1075,6.77,1,1,0,130,336,62,0.5322,2
bonniemay,30,36,8,1,7,2,4,"C++,Ruby,C,Go,Swift",2.3219,Ruby,0,0.329,0.102,0.272,44,0.059,1.03,-1.6628,0.2201,0.1,0,1,0,0,119,24,0.1625,1
rnicholson,1065,472,139,24,8,9,10,"CSS,Lua,PHP,Rust,Julia,C#,Go,Swift",3.0,C#,5,0.074,0.395,0.226,12,0.111,0.5,5.0132,0.1362,2.92,1,0,0,120,1664,61,0.2614,1
danielsnow,1057,7,0,7,3,1,93,PHP,0.0,PHP,0,0.39,0.234,0.216,17,0.459,1.34,2.3525,-0.1539,2.89,1,0,1,69,9,0,0.1677,0
wgonzalez,711,351,49,21,70,30,1,Kotlin,0.0,Kotlin,0,0.585,0.776,0.098,3,0.41,1.58,-3.1841,0.1649,1.95,0,0,1,0,164,36,0.162,0
cwerner,2527,523,24,55,57,10,215,"SQL,R,HTML,Rust,Ruby,Julia,C#,Kotlin,C,Haskell,TypeScript",3.4594,C#,3,0.847,0.842,0.307,84,0.82,2.23,0.6008,-0.0772,6.92,1,0,1,34,12890,104,0.4109,2
dev_5905,1807,1925,94,28,62,78,85,"CSS,JavaScript,Dart,C#,Shell,Go",2.585,C#,9,0.638,0.768,0.494,78,0.292,2.04,0.5344,-0.0138,4.95,0,0,1,0,1356,53,0.3402,1
dev_1197,2144,64,16,11,1,1,0,"CSS,PHP,Julia,Kotlin,TypeScript,Shell,Go,Swift",3.0,Shell,5,0.119,0.675,0.099,3,0.01,0.62,2.2069,0.1569,5.87,0,1,0,0,341,6,0.2331,0
dev_570,30,77,13,1,3,1,7,Haskell,0.0,Haskell,0,0.177,0.0,0.0,3,0.43,0.65,-2.4578,0.1062,0.1,1,0,0,31,63,34,0.1334,0
dev_9291,1796,289,24,46,5,7,49,"HTML,R,Dart,C,Haskell,Shell",2.585,Dart,0,0.816,0.447,0.147,42,0.593,2.93,-0.4784,0.0065,4.92,0,1,0,0,690,26,0.3178,0
bobby14,1403,221,1,49,92,35,322,"R,C++,Kotlin,TypeScript,Java",2.3219,Kotlin,7,0.548,0.232,0.046,62,0.786,2.01,-0.4011,0.0844,3.84,0,0,0,0,361,43,0.2619,1
adriennewalker,3065,474,114,2,19,24,109,"CSS,HTML,PHP,Ruby,C#,Kotlin,C,Shell,Swift",3.1699,Kotlin,3,0.58,0.124,0.756,28,0.408,2.48,-1.1484,-0.0614,8.39,1,0,1,39,275,31,0.3586,1
jenniferhardy,1500,880,29,62,31,17,8,"CSS,Ruby,Dart,C,Kotlin,Haskell",2.585,C,6,0.146,0.377,0.392,31,0.598,3.22,9.4639,-0.0203,4.11,0,1,0,0,588,0,0.3942,1
robert46,2911,2694,112,71,53,43,264,"Lua,PHP,Go,C++,Julia,JavaScript,TypeScript,Java,Elixir",3.1699,Java,3,0.751,0.549,0.245,50,0.819,2.26,6.1095,-0.0093,7.97,1,0,1,24,2520,56,0.4,1
dev_9639,2868,568,86,48,97,73,52,"Lua,PHP,Rust,Go,C#,C,TypeScript,JavaScript",3.0,PHP,5,0.904,0.318,0.752,47,0.501,3.26,8.6932,0.0159,7.85,1,1,1,75,294,78,0.4141,1
dev_3122,1969,128,22,12,4,1,4,"Go,C#,Shell,JavaScript,Elixir",2.3219,Go,4,0.568,0.335,0.233,15,0.75,1.13,1.0706,0.2274,5.39,0,1,1,0,29,85,0.2504,0
harperjudith,1924,213,14,116,6,8,113,"R,C++,Kotlin,Shell,Java",2.3219,C++,7,0.801,0.199,0.418,22,0.564,2.29,6.2687,0.0146,5.27,1,0,1,131,3228,61,0.3189,1
kimberly4,1930,208,5,3,5,2,262,"CSS,Java,SQL,Go,Swift",2.3219,Java,5,0.26,0.5,0.095,39,0.747,2.19,0.6407,-0.0016,5.28,0,0,0,0,27,30,0.2812,0
dev_1838,3148,114,16,12,576,441,12,"Haskell,C++,PHP,Ruby,Python,Kotlin,SQL,Shell,Java,Elixir",3.3219,Python,2,0.733,0.375,0.46,23,0.463,2.37,1.942,0.0884,8.62,0,1,0,0,170,92,0.3744,1
john71,30,180,5,52,22,38,38,"HTML,C++,C#,SQL,Java,Swift",2.585,C#,4,0.334,0.427,0.379,44,0.719,1.82,0.6294,0.14,0.1,0,0,1,0,686,10,0.2905,1
vincent77,2281,63,10,4,2,1,23,"SQL,C++",1.0,SQL,2,0.415,0.422,0.0,4,0.176,1.68,1.726,0.0719,6.25,0,0,0,0,106,57,0.1985,0
jeffrey48,916,6,0,7,5,7,39,"Lua,Ruby,Julia,Dart,C,Elixir",2.585,Dart,9,0.841,0.448,0.115,26,0.163,2.27,-2.2599,0.0718,2.51,1,0,1,110,62,21,0.2822,0
teresa39,3266,552,178,54,448,117,102,"Lua,HTML,PHP,C++,Julia,Java,Python,JavaScript",3.0,Java,4,0.403,0.814,0.457,21,0.836,2.08,7.2228,-0.0914,8.94,0,0,0,0,632,85,0.4317,1
andrew87,2656,2693,170,15,138,285,7533,"C++,Dart,Python,Shell,Java,Swift",2.585,Swift,9,0.727,0.664,0.184,83,0.677,4.47,2.1993,0.0445,7.27,1,0,1,24,139,60,0.3522,1
robert62,912,16,2,3,0,0,473,Java,0.0,Java,0,0.426,0.447,0.0,9,0.573,2.22,-6.8934,0.0897,2.5,0,0,0,0,21,0,0.1508,1
julian50,1117,65,12,19,14,9,13,"Dart,Kotlin",1.0,Kotlin,2,0.384,0.278,0.0,22,0.486,1.47,4.9405,0.084,3.06,0,0,0,0,50,101,0.1862,1
matthew44,2923,183,19,72,52,63,317,"Scala,Ruby,Dart,SQL,JavaScript,Swift",2.585,JavaScript,8,0.304,0.938,0.313,10,0.466,2.09,4.7848,0.0622,8.0,0,0,0,0,564,0,0.3438,1
tsmith,2148,40,5,24,10,1,18,"Scala,CSS,PHP,Rust,Dart,Kotlin,Haskell,Go",3.0,Rust,1,0.639,0.547,0.22,48,0.141,2.61,3.6898,0.0565,5.88,0,0,0,0,42,55,0.3224,1
stephaniejohnson,2457,26,2,21,39,7,435,"Scala,Lua,R,PHP,Go,Julia,C,Shell,Java,Swift",3.3219,Scala,8,0.345,0.22,0.398,21,0.749,2.51,1.4107,-0.0575,6.73,1,0,0,56,449,19,0.3281,1
dev_6269,3008,747,33,41,224,447,10342,"CSS,Scala,HTML,PHP,C++,Rust,Elixir,C#,Python,Kotlin,C,SQL,Shell,Java,Swift",3.9069,CSS,8,1.0,0.682,0.574,64,0.836,3.28,5.223,-0.0382,8.24,0,0,0,0,542,0,0.5733,2
allison71,580,184,18,11,2,1,14,"CSS,Scala,Julia,Dart,C,Go",2.585,Julia,6,0.168,0.386,0.063,26,0.417,0.59,4.8732,0.0115,1.59,1,0,1,57,39,114,0.2757,1
phuffman,659,674,214,125,28,3,228,"PHP,C++,C#,Kotlin,TypeScript",2.3219,PHP,1,0.857,0.562,0.215,60,0.567,1.95,3.9607,-0.0375,1.8,1,0,0,113,2973,88,0.3255,1
beltranjonathan,2911,38,6,5,8,0,66,"CSS,Lua,HTML,R,Rust,C++,Julia,Python,Haskell",3.1699,Haskell,11,0.518,0.362,0.293,35,0.348,1.17,7.5594,-0.0212,7.97,1,0,0,53,218,88,0.3566,2
dev_5758,3283,120,23,16,167,38,340,"R,Julia,C#,Go,Elixir",2.3219,R,12,0.418,0.139,0.074,48,1.0,2.43,4.7206,-0.09,8.99,1,1,1,67,78,47,0.3474,1
dev_5977,2012,645,23,13,27,28,144,"Lua,Ruby,Julia,Dart,Shell",2.3219,Lua,9,0.883,0.457,0.552,36,0.319,3.67,6.272,-0.0236,5.51,0,0,1,0,1053,56,0.4122,1
sean51,1818,47,11,11,2,1,144,"CSS,PHP,Rust,Dart,Kotlin,Elixir",2.585,PHP,5,0.585,0.434,0.158,38,0.363,0.96,4.0682,0.0391,4.98,0,1,0,0,123,48,0.2805,1
frank42,190,9,0,1,0,0,13,"Ruby,Lua",1.0,Ruby,0,0.414,0.0,0.073,3,0.113,0.5,1.4861,0.3477,0.52,0,0,0,0,14,0,0.1051,0
melanie18,598,39,1,17,26,40,39,"R,Julia,Dart,C#,Haskell,JavaScript",2.585,C#,6,0.618,0.0,0.0,21,0.792,1.93,-1.4752,0.0631,1.64,1,0,0,11,173,51,0.23,0
sarah62,30,8,1,9,4,1,2,CSS,0.0,CSS,2,0.067,0.0,0.0,16,0.089,0.67,-4.5634,0.1155,0.1,0,0,0,0,5,30,0.0,0
dev_4528,30,42,1,56,24,17,124,"SQL,Scala",1.0,Scala,4,0.0,0.0,0.0,25,0.119,1.1,-6.5436,0.0346,0.1,0,0,0,0,5,9,0.0977,0
ethan59,1503,20,0,13,3,5,26,"Julia,Rust",1.0,Julia,2,0.307,0.053,0.0,33,0.538,2.52,-0.1891,-0.0758,4.11,0,0,1,0,220,60,0.1268,0
eric96,4741,148,22,376,399,490,6280,"SQL,Scala,CSS,HTML,PHP,Ruby,Julia,Dart,Python,Haskell,TypeScript,JavaScript",3.585,TypeScript,15,1.0,0.601,0.599,69,0.98,3.05,1.213,-0.0711,12.98,0,1,1,0,480,143,0.5373,2
nicole33,1568,200,0,85,17,19,71,"Scala,CSS,PHP,Rust,JavaScript,Dart,C,Kotlin,TypeScript,Java",3.3219,Rust,5,0.466,0.259,0.354,54,0.886,1.98,0.3052,-0.1392,4.29,0,1,1,0,4035,51,0.3202,1
lwatson,2227,368,53,13,3,0,62,"PHP,C++,Haskell,TypeScript,Java,Elixir",2.585,Haskell,0,0.142,0.435,0.214,36,0.465,1.27,0.1239,0.0614,6.1,0,0,0,0,1446,95,0.233,1
amanda54,1777,17,2,3,19,34,1,Java,0.0,Java,4,0.164,0.318,0.0,3,0.525,0.74,-4.7537,0.1331,4.87,0,0,0,0,18,0,0.0958,0
ericacastro,3123,9985,1134,103,208,204,2135,"Scala,C++,Python,Haskell,Shell,JavaScript",2.585,JavaScript,5,0.973,0.515,0.449,54,0.735,3.74,5.996,-0.0867,8.55,0,0,1,0,238,25,0.5067,2
crystal96,2227,4888,749,104,172,242,338,"Scala,Lua,HTML,PHP,R,C++,CSS,Julia,Java,Dart,C#,Kotlin,SQL,TypeScript,Go,Elixir",4.0,Lua,14,1.0,0.736,0.448,42,0.743,2.62,9.404,-0.2691,6.1,1,1,1,89,3650,31,0.539,2
christopher2,462,18,2,9,14,5,13,JavaScript,0.0,JavaScript,0,0.46,0.0,0.021,18,0.524,2.04,-5.061,0.265,1.26,0,0,0,0,6,47,0.1197,0
dev_4265,30,2,0,2,1,0,339,"Scala,CSS,R,JavaScript,Python,Shell,Go",2.8074,Shell,4,0.635,0.147,0.341,24,0.232,1.03,0.157,0.1576,0.1,1,0,0,134,93,39,0.2046,0
deborahbaxter,399,153,19,9,67,31,23,"Scala,CSS,Kotlin,Shell,Swift",2.3219,Shell,3,0.299,0.487,0.576,30,0.409,3.0,0.9672,0.0535,1.09,1,0,0,96,468,45,0.2988,1
wholmes,30,173,38,29,1,0,47,CSS,0.0,CSS,0,0.144,0.153,0.217,3,0.516,2.77,5.5157,-0.0551,0.1,0,0,1,0,360,55,0.1115,1
dev_5638,1417,76,1,2,1,1,71,"Scala,R,Ruby,Dart,Python,Haskell,Shell",2.8074,Python,5,0.523,0.275,0.101,10,0.445,2.8,-1.5717,0.1709,3.88,0,1,0,0,41,33,0.3167,0
dev_4041,2400,1786,57,36,13,4,422,"HTML,C++,Ruby,Julia,Dart,C,Elixir",2.8074,C++,0,0.249,0.335,0.634,43,0.295,0.63,3.3932,-0.0327,6.57,0,1,0,0,572,96,0.3308,1
nancy62,411,12,1,14,0,0,7,"Go,Elixir",1.0,Go,1,0.293,0.509,0.0,10,0.2,2.06,0.032,-0.0045,1.13,0,1,0,0,7,67,0.1794,0
johndalton,1400,75,5,130,847,1432,215,"Lua,Rust,Dart,C#,Kotlin,Haskell,TypeScript,Java,Elixir",3.1699,Lua,11,1.0,0.629,0.097,49,0.273,3.7,2.6375,-0.0537,3.83,1,0,1,111,1392,40,0.4323,2
dev_2037,1893,149,0,39,2,0,45,"CSS,Ruby,C#,Haskell,Shell,Java",2.585,C#,7,0.667,0.424,0.187,20,0.484,2.05,4.3149,0.099,5.18,1,0,1,93,223,34,0.3328,1
robert35,2277,167,27,183,94,31,212,"R,PHP,C#,C,Elixir",2.3219,C#,7,0.375,0.314,0.561,52,0.594,2.12,2.1042,-0.0035,6.23,1,1,1,11,1028,50,0.2909,2
briansexton,30,110,7,5,10,11,4,"Python,Kotlin",1.0,Kotlin,1,0.0,0.007,0.142,26,0.291,1.43,-1.5393,0.2192,0.1,0,0,0,0,56,44,0.1248,0
dmurphy,561,60,2,1,0,0,4,"Lua,Rust,C#,SQL,Shell",2.3219,Shell,2,0.589,0.25,0.14,19,0.655,0.5,-3.5704,0.1934,1.54,0,0,0,0,38,59,0.2097,0
ryan1,1750,1839,339,36,260,399,19,"CSS,R,PHP,C++,Rust,Java,C#,Kotlin,SQL,TypeScript,Shell,JavaScript",3.585,C++,9,0.58,0.45,0.72,64,0.925,1.16,-0.5988,0.0118,4.79,1,0,1,25,280,86,0.4558,2
james98,30,96,16,4,22,5,2,Go,0.0,Go,1,0.227,0.089,0.071,12,0.418,1.08,9.374,0.0729,0.1,0,0,0,0,17,27,0.2258,0
dev_6234,3230,4085,745,34,55,75,96,"CSS,Lua,R,HTML,C++,PHP,Ruby,Dart,C#,Python,Haskell,TypeScript,Elixir",3.7004,C#,10,0.781,0.896,0.0,84,0.828,2.44,5.8931,-0.0285,8.84,0,1,1,0,1956,79,0.4979,1
amy24,2090,491,23,72,19,18,118,"Scala,Go,Rust,Julia,Dart,JavaScript,Elixir",2.8074,Dart,5,0.345,0.063,0.323,50,0.784,2.69,-1.4758,0.0386,5.72,1,0,0,61,162,60,0.2949,2
karen63,1546,37,8,31,6,1,145,"C#,C,Swift",1.585,Swift,7,0.625,0.167,0.188,43,0.694,1.04,5.009,0.1387,4.23,0,0,0,0,441,20,0.237,1
julie40,787,74,12,5,0,0,12,"Haskell,C++",1.0,C++,3,0.157,0.0,0.234,17,0.01,2.02,-1.9298,0.2213,2.15,0,0,0,0,7,0,0.1072,0
jo68,3102,4965,797,15,77,84,32,"PHP,Rust,C++,Julia,C#,C,Kotlin,Haskell,TypeScript,Go,Elixir",3.4594,TypeScript,4,0.479,0.567,0.838,51,1.0,2.32,-0.2103,0.0819,8.49,1,1,0,136,137,143,0.4316,1
dev_7589,2820,1737,200,13,25,21,1041,"Lua,HTML,Haskell,C++,Julia,SQL,TypeScript,Shell,Swift",3.1699,Shell,10,0.749,0.516,0.438,41,0.402,4.1,0.1677,-0.0168,7.72,1,1,0,125,2363,63,0.4006,2
vpoole,1813,222,53,260,31,19,124,"CSS,HTML,Ruby,Python,SQL,Shell,Java",2.8074,CSS,8,0.96,1.0,0.694,43,0.585,3.21,5.88,-0.1005,4.96,1,0,0,67,235,68,0.5155,2
spencer54,3345,1076,29,77,54,42,199,"Lua,HTML,PHP,Julia,C,Python,Haskell,TypeScript,Go,Swift",3.3219,Go,5,0.857,0.578,0.43,61,0.42,1.59,-0.6917,0.046,9.16,1,0,1,34,331,103,0.3205,1
kyle18,3038,1189,265,89,22,23,317,"Lua,Rust,Go,SQL,TypeScript,Java",2.585,TypeScript,7,0.923,0.209,0.545,57,0.519,2.66,3.7841,-0.0095,8.32,0,1,0,0,1756,96,0.2988,1
angelapruitt,1975,1006,11,27,86,81,215,"CSS,Lua,R,Rust,C++,Julia,JavaScript,Dart,C#,Shell,Java,Elixir",3.585,Dart,12,0.807,0.658,0.595,96,0.879,1.9,2.1803,0.0612,5.41,1,1,0,36,612,41,0.4211,2
pamela37,1815,140,25,45,9,2,9,"R,Ruby,Python,TypeScript,JavaScript",2.3219,TypeScript,8,0.699,0.58,0.445,48,0.247,1.89,3.0838,0.0638,4.97,1,0,0,112,796,28,0.3386,1
elizabeth19,1658,1283,305,39,503,625,139,"CSS,Scala,HTML,Rust,Go,Python,Haskell,TypeScript,JavaScript",3.1699,CSS,5,0.751,0.762,0.661,54,0.609,3.12,-0.6766,-0.1483,4.54,1,0,1,38,2323,0,0.4082,1
jean50,3498,2633,46,233,723,630,16,"CSS,R,PHP,Rust,C++,Dart,Python,Kotlin,Elixir,Haskell,TypeScript,JavaScript,Swift",3.7004,Rust,12,0.836,0.532,0.658,91,0.354,3.34,4.084,-0.081,9.58,1,0,1,136,1381,46,0.4969,2
dev_2634,1407,19,2,6,41,22,219,"Swift,Lua,R,Rust,Ruby,Julia,Dart,TypeScript,Java,Elixir",3.3219,TypeScript,8,0.371,0.714,0.271,41,0.723,1.62,4.7278,0.1342,3.85,1,1,1,44,549,55,0.3665,1
gerald59,3557,11521,963,79,96,2,297,"Scala,HTML,R,Rust,C++,Ruby,Julia,Dart,C#,Kotlin,C,Haskell,TypeScript",3.7004,C#,13,0.787,0.897,0.901,90,0.769,3.57,4.7828,-0.0421,9.74,1,0,1,117,3756,122,0.5794,2
sara68,2031,337,53,7,4,7,485,"R,C#,Python",1.585,R,4,0.42,0.513,0.318,27,0.352,1.5,-1.1351,0.2293,5.56,0,0,0,0,189,31,0.1966,1
douglas97,4540,2585,515,59,397,523,49,"Scala,R,PHP,Rust,Ruby,Julia,C#,Python,Kotlin,JavaScript,Swift",3.4594,JavaScript,10,0.87,0.73,1.0,82,0.785,4.2,7.6232,-0.1897,12.43,1,0,1,137,2599,60,0.5497,2
rgarza,1649,87,15,3,13,22,27,"C++,C#,SQL,Java,Elixir",2.3219,SQL,0,0.294,0.481,0.052,22,0.418,0.82,4.7714,0.2289,4.51,0,0,0,0,24,59,0.2241,0
marywilliams,608,52,1,19,18,15,1,TypeScript,0.0,TypeScript,0,0.047,0.131,0.003,12,0.125,1.11,-1.6175,0.1631,1.66,0,0,1,0,23,74,0.0617,0
samantha48,1306,50,14,12,1,0,110,SQL,0.0,SQL,0,0.334,0.558,0.063,3,0.34,2.14,-1.6513,0.0495,3.58,1,0,0,61,5,67,0.1841,0
alan39,30,86,0,48,81,67,149,"Scala,Lua,R,Swift,C#,Python,Haskell,JavaScript,Elixir",3.1699,C#,2,0.0,0.441,0.138,7,0.456,2.64,6.6606,-0.139,0.1,0,1,0,0,291,79,0.2935,1
julie74,1705,127,22,84,92,51,82,"HTML,PHP,C++,Go,TypeScript,Shell,Java,Swift",3.0,Swift,8,0.531,0.379,0.168,44,0.148,1.53,4.0889,0.0946,4.67,0,1,1,0,28,106,0.2865,1
ian75,3054,1740,188,102,149,137,4082,"HTML,PHP,C++,Haskell,R,Ruby,Elixir,SQL,JavaScript,Swift",3.3219,C++,12,0.633,0.597,0.075,74,0.828,2.76,9.5873,-0.0648,8.36,1,1,1,15,428,105,0.4274,2
coopererica,2744,4893,522,219,399,351,137,"Swift,R,HTML,Rust,Go,PHP,Lua,Julia,Python,TypeScript,JavaScript,Elixir",3.585,Rust,11,0.797,0.939,0.546,106,1.0,4.29,7.5403,-0.1138,7.51,1,0,1,106,1581,87,0.5652,2
dev_5338,2846,749,294,306,68,58,2006,"Scala,Lua,R,CSS,C++,C#,Haskell,Java,Elixir",3.1699,C++,11,1.0,1.0,0.855,24,0.303,3.64,-0.8844,-0.0874,7.79,1,0,1,69,8767,39,0.4377,2
dev_2058,2749,2912,673,584,62,1,1301,"Scala,Swift,HTML,CSS,C++,Lua,C#,Kotlin,Python,Haskell,TypeScript,Go,Elixir",3.7004,C#,8,0.966,0.525,0.445,55,0.541,1.84,7.2962,-0.0286,7.53,1,0,1,90,1727,110,0.4995,2
christina16,4128,819,15,44,763,1061,247,"HTML,PHP,Rust,C++,Julia,JavaScript,Dart,C#,Kotlin,C,Shell,Java,Elixir",3.7004,JavaScript,11,0.709,0.817,0.521,63,0.897,3.67,5.454,-0.0277,11.3,1,1,1,19,1809,85,0.575,2
cheyennebrock,1411,301,48,7,3,2,2,"HTML,C,Haskell,Shell,Go,Elixir",2.585,Elixir,5,0.477,0.387,0.441,63,0.191,1.29,4.3346,0.0995,3.86,0,0,0,0,1001,37,0.25,1
rebecca41,2894,1013,114,10,443,272,60,"Lua,HTML,C++,Julia,JavaScript,Java,Elixir,Go,Swift",3.1699,Julia,4,0.964,0.524,0.452,32,0.7,4.05,0.6405,0.1126,7.92,1,1,0,44,3437,0,0.3933,1
jcrawford,1006,217,21,6,17,18,21,"Ruby,Scala,C++,Swift",2.0,Swift,1,0.409,0.28,0.091,57,0.601,1.61,-0.2572,0.3444,2.75,0,0,0,0,155,0,0.2278,0
brian52,3273,5983,110,62,715,868,182,"Lua,Haskell,C++,Rust,Ruby,Julia,C#,SQL,TypeScript,Elixir",3.3219,Lua,14,1.0,0.478,0.593,51,0.607,2.64,4.9282,-0.1767,8.96,1,0,0,117,5335,47,0.5094,1
tiffany11,2144,1045,230,138,45,12,117,"CSS,R,HTML,C++,Julia,C#,Python,Haskell,Shell,Swift",3.3219,Shell,8,1.0,0.647,0.384,75,0.589,3.47,4.1134,0.0021,5.87,0,1,0,0,347,80,0.4927,2
fgonzalez,942,274,25,5,4,3,21,"Lua,JavaScript,C#,Shell,Go,Elixir",2.585,Shell,10,0.265,0.064,0.305,14,0.501,2.1,9.0664,0.1399,2.58,0,1,0,0,61,55,0.2021,0
mhess,2538,288,85,9,48,40,113,"Go,Python,C++",1.585,Python,9,0.639,0.554,0.424,88,0.593,3.11,8.3352,0.0619,6.95,1,1,0,78,140,83,0.3257,1
barnesmichele,1222,61,5,26,15,23,11,"R,Kotlin,Shell,Java,Elixir",2.3219,Java,17,0.944,0.237,0.676,40,0.687,1.64,2.002,0.0684,3.35,0,0,0,0,434,76,0.373,1
mariagilbert,271,33,3,13,4,0,1,"SQL,HTML,PHP,Rust,C++,Kotlin,Haskell",2.8074,HTML,1,0.357,0.358,0.652,22,0.945,0.52,6.8735,0.1684,0.74,1,0,1,72,316,25,0.3529,0
nataliesimmons,1431,40,12,7,14,4,10,"Lua,Python",1.0,Lua,1,0.665,0.314,0.183,3,0.554,1.57,-4.645,0.0703,3.92,0,0,1,0,96,38,0.1848,0
arthur25,30,42,2,15,117,204,60,Swift,0.0,Swift,2,0.598,0.295,0.0,19,0.585,1.43,-1.7335,0.1098,0.1,1,0,0,60,12,0,0.195,0
david30,2088,33,5,2,0,0,17,"Scala,Lua,PHP,Julia,Dart,Python,Haskell",2.8074,Dart,3,0.417,0.44,0.0,19,0.453,1.27,4.3275,-0.0345,5.72,0,0,0,0,128,80,0.2882,1
dev_5093,2834,1306,274,267,1116,524,2027,"Scala,Lua,R,Haskell,HTML,CSS,PHP,JavaScript,Java,C#,Python,SQL,TypeScript,Shell,Go,Swift",4.0,SQL,11,0.832,0.254,0.756,40,0.674,2.99,1.9815,0.0487,7.76,1,1,1,50,329,60,0.4541,2
michelle52,367,36,0,6,6,11,1,Dart,0.0,Dart,0,0.699,0.022,0.092,5,0.362,1.14,-1.7411,0.1926,1.0,0,0,0,0,13,4,0.0939,0
