developer_id,account_age_days,total_commits,commits_last_90d,total_repos,pull_requests_merged,issues_closed,stars_received,languages_used,language_entropy,primary_language,framework_count,has_readme_pct,has_tests_pct,has_ci_pct,commit_message_avg_len,fork_to_original_ratio,languages_per_repo_avg,commit_trend_slope,activity_decay_lambda,years_active,has_bio,has_company,has_location,bio_length,avg_repo_size_kb,avg_repo_description_len,developer_dna_score,developer_tier,primary_language_encoded
margaret44,3796,7005.0,2471,138,389.0,92.0,353.0,"CSS,Lua,HTML,R,Rust,Scala,PHP,Julia,Dart,C#,Python,C,SQL,TypeScript,JavaScript",3.9069,CSS,9,1.0,1.0,0.841,90,0.862,3.06,6.6289,-0.1168,10.39,1,1,1,47,29034,103,0.564,1,3
tdaniels,672,126.0,1,51,0.0,0.0,52.0,Kotlin,0.0,Kotlin,0,0.183,0.198,0.094,3,0.22,1.49,6.0987,0.0493,1.84,0,0,0,0,30,31,0.0912,0,12
sharon77,3632,19043.0,2649,110,777.0,1365.0,357.0,"CSS,Lua,C++,Dart,C#,C,Haskell,Java",3.0,CSS,12,1.0,0.702,0.65,74,1.0,4.24,5.8283,-0.0862,9.94,1,1,1,34,21227,58,0.6251,1,3
dev_9420,1160,373.0,26,86,115.0,74.0,7.0,"CSS,R,Ruby,Julia,C#,Python,C,Elixir,SQL,Shell,Swift",3.4594,SQL,11,0.515,0.789,0.552,75,0.552,2.26,2.1779,0.0844,3.18,0,1,1,0,800,79,0.4254,2,19
andersonsara,2666,2859.0,168,800,82.0,79.0,1231.0,"Swift,Julia,C#,Python,Haskell,TypeScript,Shell,Elixir",3.0,Julia,9,0.948,0.778,0.798,69,0.688,4.07,-2.4736,-0.0291,7.3,1,1,0,49,2482,78,0.4502,2,11
gaysusan,2547,571.0,57,13,19.0,37.0,124.0,"Ruby,R,PHP,Python",2.0,R,4,0.447,0.236,0.181,18,0.635,1.49,-0.9825,0.0809,6.97,0,0,0,0,25,16,0.2604,1,16
cynthia75,2943,674.0,49,12,10.0,4.0,1218.0,"Ruby,Julia,Haskell,Shell,Elixir",2.3219,Shell,10,1.0,0.64,0.335,41,0.676,3.07,-0.3291,-0.0874,8.06,1,0,0,44,377,79,0.3862,1,21
thill,1635,1626.0,33,86,19.0,18.0,43.0,"R,Haskell,C++,Ruby,SQL,Go",2.585,Ruby,10,0.554,0.452,0.302,37,1.0,3.24,2.9837,-0.0707,4.48,0,1,1,0,7147,29,0.3648,1,17
dev_5335,3412,3329.0,286,16,213.0,97.0,93.0,"CSS,Scala,R,C++,Ruby,Julia,Dart,C#,Kotlin,Python,TypeScript,Go,Swift",3.7004,CSS,9,0.904,0.501,0.865,93,0.843,2.35,7.0753,-0.0825,9.34,1,1,1,117,691,81,0.5854,2,3
julia92,2042,220.0,36,19,7.0,8.0,226.0,"HTML,C++,Ruby,Dart,Python,Kotlin,C,TypeScript,Java,Elixir",3.3219,HTML,9,0.553,0.758,0.701,47,0.637,1.21,3.283,0.0189,5.59,0,1,0,0,100,123,0.4364,1,7
santiagozachary,2110,5612.0,367,311,506.0,30.0,121.0,"C++,Dart,C#,SQL,TypeScript,JavaScript,Elixir",2.8074,SQL,11,1.0,0.376,0.691,41,0.429,2.79,11.04,-0.1894,5.78,0,1,1,0,989,75,0.4466,2,19
john78,2129,14567.0,3097,82,389.0,183.0,276.0,"C++,Dart,C,Shell,Go,Elixir",2.585,Shell,2,0.54,0.461,0.281,52,0.372,4.11,-0.3522,-0.1275,5.83,0,0,0,0,1652,68,0.352,2,21
matthew32,41,46.0,11,2,4.0,0.0,7.0,"Ruby,Java,Rust",1.585,Ruby,1,0.01,0.203,0.0,3,0.045,0.5,1.4269,0.3296,0.11,1,0,1,78,6,0,0.0871,0,17
dev_2239,1173,68.0,9,15,32.0,17.0,1077.0,"HTML,PHP,C++,Ruby,Haskell,TypeScript",2.585,C++,5,0.434,0.68,0.329,29,0.233,2.05,2.4827,0.2387,3.21,0,0,0,0,74,54,0.3015,1,2
dev_9811,2280,76.0,6,55,120.0,7.0,196.0,"Haskell,TypeScript,C#",1.585,Haskell,7,0.563,0.197,0.66,29,0.698,2.08,-3.8738,0.0418,6.24,1,1,1,33,54,61,0.266,0,8
linda19,226,1941.0,726,16,9.0,20.0,63.0,"Julia,SQL,Go,C",2.0,SQL,7,0.547,0.646,0.879,41,0.673,1.91,-2.1286,0.0353,0.62,0,0,1,0,804,58,0.2858,1,19
christophergarci,199,848.0,0,5,3.0,0.0,10.0,"Scala,PHP,Dart,C#,Haskell",2.3219,PHP,11,0.407,0.259,0.417,55,0.777,3.59,-0.1191,0.0023,0.54,1,0,0,85,190,28,0.3045,1,14
dev_8167,2347,4612.0,613,11,11.0,10.0,378.0,"Scala,Lua,R,Haskell,HTML,PHP,Dart,SQL,TypeScript,Shell",3.3219,R,6,0.579,0.501,0.609,60,0.783,3.53,2.833,0.1041,6.43,1,0,1,15,812,64,0.4507,1,16
dev_2558,2658,109.0,1,5,30.0,10.0,115.0,"CSS,TypeScript,Dart,Haskell",2.0,Dart,9,0.859,0.535,0.486,63,0.736,1.08,5.87,0.1447,7.28,1,1,0,22,72,0,0.3749,1,4
casey20,2631,877.0,161,66,101.0,121.0,53.0,"C#,C,Kotlin,SQL,JavaScript,Elixir",2.585,SQL,14,0.973,0.682,0.536,37,0.734,2.1,6.8693,-0.1563,7.2,1,1,1,93,1068,94,0.4332,2,19
bdiaz,2265,3222.0,491,138,1275.0,1941.050000000001,2014.0,"SQL,CSS,Scala,HTML,Rust,Ruby,Dart,C#,Python,C,Haskell,JavaScript,Swift",3.7004,HTML,15,0.74,0.689,0.851,64,0.326,4.09,7.3985,-0.2156,6.2,0,1,1,0,100000,83,0.5792,2,7
johngrant,1711,49.0,4,3,1.0,0.0,5.0,"Ruby,C,TypeScript,Python",2.0,Python,0,0.438,0.0,0.267,13,0.232,2.49,-7.6616,0.1696,4.68,0,0,0,0,11,30,0.167,0,15
wilsontroy,1487,737.0,9,38,44.0,19.0,30.0,"CSS,PHP,Rust,Ruby,C#,C,SQL,Java",3.0,C,9,0.693,0.502,0.072,38,0.873,3.13,2.7265,-0.023,4.07,0,1,0,0,230,52,0.378,1,0
gkim,196,95.0,5,6,3.0,2.0,11.0,Shell,0.0,Shell,2,0.539,0.165,0.219,42,0.55,2.74,-5.1045,0.0402,0.54,0,1,1,0,23,47,0.2141,0,21
dev_8796,3415,16.0,3,9,4.0,5.0,100.0,"R,C#,Python,Shell",2.0,Python,5,0.34,0.388,0.055,28,0.384,1.5,0.3215,0.0571,9.35,1,1,0,131,297,49,0.2458,0,15
adam75,30,17.0,1,21,7.0,1.0,53.0,"JavaScript,HTML,Rust,Kotlin",2.0,HTML,6,0.295,0.0,0.232,16,0.028,2.45,-1.2089,0.0678,0.1,1,1,1,66,257,0,0.1769,1,7
melissa81,2170,320.0,43,82,53.0,53.0,83.0,"HTML,Haskell,C++,Julia,Dart,SQL",2.585,Dart,6,0.771,0.806,0.731,50,0.596,3.31,7.7646,-0.2368,5.94,0,0,0,0,612,63,0.5241,2,4
dev_5652,296,9.0,1,4,7.0,2.0,34.0,"JavaScript,Rust,C#,Go",2.0,Go,0,0.333,0.259,0.0,11,0.371,1.51,-1.5879,0.2417,0.81,0,1,0,0,46,0,0.2088,0,6
coltoncarter,2510,175.0,42,91,229.0,258.0,585.0,"CSS,Swift,R,C++,Rust,Julia,Kotlin,Python,TypeScript,Elixir",3.3219,TypeScript,7,0.137,0.246,0.349,60,0.322,1.63,1.7065,-0.0538,6.87,0,1,1,0,261,56,0.3325,1,23
eric95,3156,4772.0,1002,49,47.0,3.0,1968.0,"SQL,Lua,R,Rust,Julia,Dart,Haskell,TypeScript,Shell,Go",3.3219,Lua,7,0.679,0.597,0.563,43,0.943,2.48,2.621,0.0561,8.64,1,1,1,62,5181,42,0.4483,1,13
dev_9546,3557,423.0,66,55,21.0,7.0,20.0,"Scala,PHP,C++,Julia,C,SQL,JavaScript,Swift",3.0,Swift,9,0.679,0.361,0.577,50,0.437,2.77,3.6373,-0.0503,9.74,1,0,1,86,14028,50,0.3833,2,22
bvazquez,1185,449.0,37,7,834.0,446.0,93.0,"SQL,Scala,C++,Ruby,C#,Kotlin,Haskell,TypeScript,Shell,Go",3.3219,C++,5,0.47,0.639,0.755,45,0.28,3.22,-4.5095,0.0248,3.24,1,1,1,35,663,30,0.3758,1,2
caitlin93,2406,300.0,47,27,2.0,1.0,24.0,"CSS,Lua,C++,Rust,Ruby,Dart,Python,TypeScript,Shell,JavaScript",3.3219,JavaScript,5,0.675,0.301,0.367,26,0.655,2.1,-1.0373,-0.0943,6.59,1,0,0,117,224,18,0.3816,1,10
joyce42,2063,204.0,23,49,176.0,223.0,519.0,"CSS,Scala,R,Go,Ruby,Julia,JavaScript,C#,C,SQL,Shell,Java",3.585,CSS,10,0.727,0.025,0.289,74,0.423,2.53,2.2504,-0.1356,5.65,1,0,0,92,156,54,0.3572,2,3
victor74,1919,206.0,30,14,2.0,1.0,10.0,"CSS,Dart,Kotlin,C,Java",2.3219,CSS,5,0.405,0.422,0.161,66,0.34,0.5,2.6459,0.0885,5.25,1,0,0,22,25,24,0.1936,1,3
corey38,548,116.0,11,6,5.0,7.0,16.0,Dart,0.0,Dart,4,0.327,0.176,0.0,37,0.391,0.5,-2.0056,0.163,1.5,0,0,0,0,31,45,0.0938,0,4
dev_4379,1645,245.0,22,1,5.0,7.0,14.0,"Shell,Rust",1.0,Shell,0,0.518,0.0,0.345,6,0.671,0.5,-4.4278,0.2649,4.5,1,0,0,134,7,0,0.1902,0,21
dev_4661,4584,600.0,89,215,439.0,769.0,1094.0,"Lua,R,PHP,Swift,C++,JavaScript,Dart,Kotlin,C,SQL,TypeScript,Go,Elixir",3.7004,Go,7,0.781,0.645,0.724,68,0.945,3.25,2.1167,-0.1935,12.55,1,0,1,109,1746,86,0.5291,2,6
steven11,2929,1928.0,194,17,364.0,185.0,471.0,"Scala,Lua,R,HTML,C,Shell,Elixir",2.8074,Shell,11,1.0,0.871,0.257,71,0.469,4.12,10.2503,-0.0296,8.02,1,0,0,48,5172,75,0.4852,1,21
williammiller,4615,1796.0,45,56,168.0,157.0,86.0,"Elixir,Shell,Python,Swift",2.0,Swift,7,0.45,0.79,0.365,85,0.507,3.34,10.241,-0.0136,12.64,0,0,0,0,3870,50,0.4105,2,22
dev_7807,1427,54.0,11,1,3.0,3.0,23.0,"Haskell,Rust,Ruby,SQL,Java",2.3219,Rust,0,0.381,0.332,0.096,15,0.652,0.5,-2.0496,0.0821,3.91,0,0,0,0,188,6,0.2259,0,18
nicolevasquez,1751,119.0,13,9,2.0,1.0,59.0,Go,0.0,Go,4,0.0,0.127,0.0,69,0.01,1.08,-3.2331,0.2328,4.79,1,0,0,77,5,77,0.0753,0,6
gtorres,706,1460.0,143,2,12.0,3.0,49.0,"Rust,Python",1.0,Python,8,0.613,0.0,0.0,25,0.689,3.67,-1.5276,-0.0155,1.93,0,1,1,0,167,77,0.1904,0,15
kyle65,1699,55.0,8,10,1.0,0.0,38.0,"Lua,HTML,Ruby,Python,Kotlin",2.3219,Ruby,8,0.382,0.066,0.0,42,0.492,1.8,1.3053,0.1533,4.65,0,0,1,0,638,39,0.2014,1,17
jerome3,1361,91.0,1,41,14.0,7.0,44.0,"Julia,Ruby,Go,JavaScript",2.0,Julia,5,0.885,0.244,0.224,20,0.369,1.11,-0.31,-0.0023,3.73,1,0,1,132,2839,17,0.2335,1,11
catherine50,3940,11995.0,3723,34,126.0,104.0,859.0,"CSS,Lua,Scala,Haskell,Rust,C++,Julia,JavaScript,Dart,C,SQL,Java",3.585,C++,9,0.872,0.308,1.0,50,0.91,2.42,6.7635,-0.1852,10.79,1,0,1,17,1455,94,0.5805,2,2
qbailey,2514,358.0,20,16,102.0,18.0,1525.0,"Scala,R,PHP,Rust,Go,C++,Ruby,Julia,Dart,Kotlin,C,SQL,Shell,Java,Swift",3.9069,Java,10,1.0,0.738,0.902,71,1.0,3.91,2.1495,-0.091,6.88,1,1,0,67,1386,111,0.5851,2,9
bryan79,1100,62.0,2,16,39.0,25.0,191.0,"Rust,C++,Ruby,Haskell,Go",2.3219,Ruby,5,0.227,0.458,0.247,41,0.361,2.55,1.9802,0.0657,3.01,0,0,1,0,282,3,0.2917,1,17
natalie93,1938,5.0,0,9,10.0,1.0,4.0,"SQL,C,JavaScript,Swift",2.0,Swift,2,0.516,0.148,0.459,24,0.708,2.66,5.0726,0.0695,5.31,1,0,1,139,49,49,0.2838,0,22
dev_855,1429,127.0,24,7,5.0,4.0,10.0,"CSS,Rust,Ruby,Dart,Python,Java,Swift",2.8074,Python,9,0.465,0.1,0.312,5,0.083,1.57,4.0364,0.2392,3.91,0,1,1,0,92,27,0.2131,0,15
dylan07,2919,1360.0,206,27,79.0,119.0,406.0,"HTML,Haskell,Rust,Ruby,Dart,SQL,TypeScript",2.8074,Rust,5,0.861,0.955,0.72,90,0.514,2.7,7.6844,-0.1848,7.99,0,0,1,0,3200,35,0.4687,2,18
jenniferjohnson,2875,671.0,41,68,135.0,228.0,221.0,"Scala,HTML,Rust,Java,Dart,C#,Python,Elixir,TypeScript,Shell,Go,Swift",3.585,Scala,7,0.553,0.896,0.791,24,0.152,3.8,3.1676,-0.1009,7.87,0,1,1,0,662,57,0.4499,2,20
dev_1914,30,26.0,0,5,0.0,0.0,11.0,CSS,0.0,CSS,0,0.0,0.084,0.0,14,0.36,1.28,0.8375,0.2115,0.1,1,0,0,128,34,7,0.0666,0,3
diane87,2741,71.0,9,18,16.0,1.0,152.0,"Lua,Ruby,Dart,C,Shell,JavaScript",2.585,JavaScript,11,0.73,0.644,0.579,42,0.462,3.67,3.9686,-0.0344,7.5,0,0,1,0,117,77,0.4828,2,10
erin36,2605,1291.0,58,5,21.0,38.0,141.0,"CSS,Swift,Rust,Julia,Dart,Python,Java,Elixir",3.0,Swift,4,0.795,0.079,0.625,42,0.49,2.76,6.4023,-0.1191,7.13,0,0,0,0,115,0,0.3776,1,22
xwalker,1827,1865.0,396,81,457.0,219.0,763.0,"Elixir,Lua,Swift",1.585,Swift,3,0.571,0.312,0.557,52,0.888,2.71,3.7454,-0.0878,5.0,0,1,1,0,9666,27,0.3741,1,22
natashatucker,1067,111.0,8,23,82.0,139.0,48.0,"Scala,Ruby,Dart,C#,Go",2.3219,Dart,9,0.49,0.632,0.522,32,0.73,2.61,1.2973,0.0659,2.92,1,0,1,84,637,42,0.3627,1,4
melissamerritt,1137,44.0,1,13,10.0,1.0,0.0,"Haskell,JavaScript",1.0,Haskell,0,0.557,0.48,0.0,9,0.323,1.24,-2.1513,-0.0536,3.11,0,0,1,0,12,17,0.187,0,8
lauren78,2055,282.0,31,1,1.0,0.0,5.0,"Scala,TypeScript,C#,JavaScript",2.0,TypeScript,0,0.239,0.136,0.407,9,0.233,2.27,4.0323,0.2737,5.63,0,0,0,0,14,84,0.2198,0,23
john1,1552,503.0,67,19,22.0,2.0,40.0,"HTML,PHP,C++,Kotlin,Go",2.3219,Kotlin,7,0.703,0.576,0.774,57,0.679,1.23,-3.4409,0.0701,4.25,1,1,1,139,55,47,0.318,1,12
stevenjensen,1981,619.0,24,28,340.0,168.0,75.0,"Lua,Haskell,Rust,Dart,C#,Kotlin,SQL,Shell,Elixir",3.1699,Elixir,6,0.381,0.296,0.643,43,0.741,3.25,1.1668,-0.0136,5.42,1,0,0,109,1152,42,0.3497,1,5
justinsmith,4615,2331.0,346,45,54.0,71.0,292.0,"R,C++,Ruby,Julia,Dart,TypeScript,Shell",2.8074,Ruby,11,0.871,0.599,0.842,66,0.983,4.08,2.7082,-0.2122,12.64,0,1,0,0,6537,110,0.4806,2,17
lauren45,1878,306.0,85,18,12.0,15.0,50.0,"Scala,Lua,R,Kotlin,TypeScript",2.3219,Scala,7,0.34,0.462,0.32,65,0.792,2.43,-0.0789,-0.0194,5.14,1,1,1,127,237,62,0.3289,1,20
samantha76,2302,1648.0,12,31,55.0,15.0,188.0,"HTML,PHP,Ruby,C#,Python,TypeScript,Elixir",2.8074,TypeScript,11,0.849,0.577,0.73,78,0.962,2.88,2.0039,-0.2486,6.3,0,1,0,0,751,91,0.4904,2,23
imckinney,3513,8065.0,1141,15,657.0,450.0,198.0,"Scala,R,C++,Rust,Ruby,Julia,Dart,C#,Kotlin,Haskell,Shell,Java",3.585,R,18,0.691,0.625,0.932,54,0.945,3.28,-1.7812,-0.113,9.62,1,1,1,129,4675,101,0.5511,2,16
meghan29,2765,60.0,20,18,1.0,0.0,396.0,"SQL,Lua,C#,Elixir",2.0,C#,6,0.231,0.0,0.064,53,0.39,2.01,-1.3018,0.1369,7.57,0,0,0,0,281,10,0.1248,1,1
ashley68,2275,1552.0,175,91,16.0,10.0,81.0,"CSS,Scala,Haskell,C++,Julia,C,SQL,TypeScript,Shell,Swift",3.3219,TypeScript,15,0.792,0.482,0.501,62,0.253,3.52,4.1221,-0.0555,6.23,0,0,1,0,209,16,0.4491,2,23
brittany58,2109,3319.0,429,106,716.0,99.0,1641.0,"Swift,Ruby,Dart,C#,Haskell,Shell,Elixir",2.8074,Swift,6,0.388,0.445,0.609,79,0.209,2.93,0.3533,-0.1537,5.77,1,0,1,10,283,28,0.3361,1,22
dev_6379,3112,246.0,40,83,14.0,6.0,291.0,"Scala,Lua,R,PHP,Rust,Julia,Java,Dart,C#,C,TypeScript,Shell,Go,Elixir",3.8074,Rust,10,0.574,0.231,0.676,33,0.527,2.2,2.4116,-0.091,8.52,0,0,0,0,262,49,0.4097,1,18
smithmargaret,2404,420.0,43,11,15.0,19.0,29.0,"Scala,HTML,Shell,R",2.0,Scala,1,0.141,0.0,0.135,28,0.293,1.51,-5.0139,0.3276,6.58,1,0,1,131,84,77,0.165,0,20
dev_9499,233,12.0,0,18,5.0,3.0,14.0,"R,Rust,Python,Swift",2.0,R,0,0.085,0.0,0.276,28,0.062,1.39,-0.155,0.2666,0.64,1,0,1,140,66,3,0.1428,0,16
cindy62,246,170.0,38,20,0.0,0.0,20.0,"C,SQL,TypeScript,Shell,Swift",2.3219,TypeScript,6,0.271,0.0,0.0,66,0.409,1.53,-2.6919,0.2049,0.67,0,1,0,0,235,34,0.199,0,23
kevin91,2810,74.0,7,20,14.0,11.0,426.0,"CSS,HTML,Julia,Dart,C#,Kotlin,C,SQL,Java,Swift",3.3219,SQL,8,0.994,0.608,0.477,70,0.656,2.89,-1.952,-0.095,7.69,0,1,1,0,1901,81,0.4468,2,19
laurie11,1112,73.0,0,2,1.0,1.0,133.0,CSS,0.0,CSS,0,0.269,0.036,0.29,3,0.511,0.72,4.2336,0.258,3.04,1,0,0,85,5,0,0.0927,0,3
danielle28,3771,1636.0,295,7,55.0,56.0,80.0,"Scala,HTML,PHP,R,SQL,TypeScript,Swift",2.8074,Scala,7,0.768,0.277,0.528,47,0.755,3.16,10.1474,-0.095,10.32,1,0,0,137,239,121,0.4313,2,20
john74,3194,2073.0,92,5,1478.0,1941.050000000001,1059.0,"CSS,Lua,HTML,Rust,Julia,Dart,C#,C,Python",3.1699,HTML,8,0.904,0.332,0.309,47,0.862,2.09,7.1168,-0.019,8.74,1,0,1,29,361,62,0.4802,2,7
dev_4390,94,433.0,98,18,2.0,1.0,33.0,R,0.0,R,9,0.861,0.27,0.266,23,0.479,3.04,6.0848,0.0702,0.26,0,0,1,0,65,29,0.2711,1,16
staceysanchez,2694,673.0,96,49,13.0,20.0,37.0,"R,PHP,Ruby,Julia,Dart,Python,Haskell,Elixir",3.0,Elixir,11,0.985,0.527,0.409,57,0.303,1.14,3.5888,-0.0214,7.38,1,0,1,109,3637,66,0.3851,2,5
halestephanie,2850,15.0,4,3,158.0,179.0,53.0,"Scala,CSS,HTML,R,Rust,C#,Haskell,TypeScript,Shell,Java",3.3219,Scala,7,0.278,0.202,0.652,35,0.472,1.09,-0.5679,0.0455,7.8,0,0,0,0,290,63,0.2999,1,20
hvalencia,3787,2865.0,12,6,11.0,7.0,3187.0,"Lua,HTML,R,Dart,Kotlin,Haskell,JavaScript",2.8074,R,10,0.638,0.502,0.031,79,0.427,1.74,11.0039,-0.0716,10.37,1,1,1,120,1807,89,0.3663,2,16
adam44,760,63.0,3,2,12.0,10.0,19.0,C,0.0,C,9,0.316,0.208,0.178,43,0.642,1.84,4.9279,0.1558,2.08,1,0,1,89,83,0,0.1877,0,0
robertwinters,1876,187.0,26,21,36.0,41.0,61.0,"C++,C,Kotlin,Python,Java,Elixir",2.585,Kotlin,11,0.91,0.264,0.603,25,0.51,1.61,3.5318,-0.0319,5.14,1,1,0,74,81,62,0.403,1,12
dev_5401,1487,570.0,75,44,45.0,29.0,55.0,"Lua,PHP,Rust,Julia,C,Kotlin,Shell,Java,Swift",3.1699,Kotlin,11,0.595,0.573,0.539,57,0.405,2.32,-0.7236,0.0047,4.07,0,1,0,0,42,32,0.3561,1,12
joel87,2635,198.0,27,12,8.0,9.0,63.0,Lua,0.0,Lua,5,0.048,0.265,0.243,28,0.197,1.58,-1.8224,0.0863,7.21,0,1,1,0,209,88,0.0886,0,13
kevin77,3591,308.0,4,54,103.0,33.0,4702.0,"Scala,PHP,C++,Ruby,Julia,JavaScript,Java,Dart,Python,C,Haskell,TypeScript,Go,Elixir",3.8074,C++,8,0.858,1.0,0.547,27,0.67,1.92,2.6408,0.0905,9.83,1,1,1,125,945,52,0.4528,0,2
dev_1812,3448,806.0,68,123,19.0,11.0,148.0,"CSS,C++,Go,Julia,Dart,SQL,Java",2.8074,Julia,6,0.889,0.497,0.778,74,0.674,2.21,-2.0551,-0.0446,9.44,0,0,1,0,123,88,0.3898,0,11
dev_7751,130,95.0,14,18,27.0,38.0,26.0,"Scala,R,Rust",1.585,Scala,0,0.705,0.267,0.0,3,0.255,1.4,-0.2111,0.0068,0.36,0,0,0,0,1131,36,0.2009,0,20
james80,1708,477.0,1,15,2.0,2.0,24.0,CSS,0.0,CSS,4,0.865,0.362,0.295,20,0.329,2.84,-0.2046,0.119,4.68,0,1,1,0,5,0,0.153,0,3
dev_7678,6152,13535.0,1429,800,1951.0,1941.050000000001,215.0,"CSS,Lua,HTML,PHP,Scala,Dart,C#,Kotlin,SQL,TypeScript,Java,Swift",3.585,PHP,14,1.0,0.773,0.685,101,1.0,2.4,7.9311,-0.1897,16.84,1,1,0,23,4345,120,0.7033,2,14
williamhudson,3984,392.0,37,93,655.0,814.0,722.0,"SQL,CSS,Scala,PHP,Rust,Java,C#,Python,Haskell,TypeScript,Shell,Go,Elixir",3.7004,Shell,16,0.818,0.333,0.569,82,0.711,3.13,3.2432,-0.0691,10.91,1,0,1,89,3639,125,0.4717,2,21
angel68,2897,916.0,130,119,103.0,152.0,319.0,"Scala,Rust,C++,Julia,C#,Python,SQL,JavaScript",3.0,Rust,11,1.0,0.655,0.664,85,0.468,3.25,3.4605,-0.179,7.93,1,1,0,67,116,10,0.4406,2,18
dev_5288,30,115.0,17,10,8.0,10.0,12.0,"PHP,C,TypeScript,Shell,Go",2.3219,Go,5,0.229,0.462,0.395,49,0.567,2.7,2.4104,-0.0383,0.1,0,0,1,0,364,0,0.315,0,6
mfrench,113,268.0,23,4,64.0,56.0,26.0,Haskell,0.0,Haskell,5,0.219,0.539,0.359,12,0.229,1.89,2.9392,0.1395,0.31,1,0,1,58,38,70,0.1706,1,8
timothy15,1238,12.0,1,4,1.0,1.0,4.0,"Java,C++,Lua",1.585,C++,3,0.131,0.083,0.182,13,0.753,2.06,-0.0266,0.167,3.39,0,0,1,0,7,33,0.1772,0,2
eric73,3323,5386.0,1436,12,59.0,84.0,180.0,"Scala,Swift,Lua,Rust,Ruby,JavaScript,Dart,TypeScript,Go,Elixir",3.3219,JavaScript,9,0.0,0.141,0.444,25,0.652,3.75,3.8973,0.0259,9.1,0,1,1,0,746,40,0.371,1,10
dev_1784,3793,17564.0,2795,64,182.0,72.0,431.0,"Java,Shell,PHP,Rust",2.0,Shell,10,0.577,0.001,0.621,49,0.331,3.19,0.7108,-0.0599,10.38,1,0,1,11,197,79,0.3774,2,21
shawn90,2685,3086.0,203,117,288.0,350.0,5.0,"CSS,Lua,PHP,C++,Haskell,Ruby,C#,Python,SQL,JavaScript,Elixir",3.4594,PHP,11,1.0,0.598,0.684,51,0.873,2.48,4.438,0.213,7.35,1,1,1,17,390,66,0.4393,2,14
angelamann,543,35.0,8,2,21.0,33.0,3.0,Haskell,0.0,Haskell,3,0.419,0.013,0.0,33,0.286,0.5,-8.0,0.1249,1.49,0,0,1,0,5,3,0.0817,0,8
david64,2625,2434.0,268,213,19.0,4.0,14.0,"Lua,HTML,PHP,Rust,R,C++,C#,Java,Swift",3.1699,HTML,10,0.938,0.588,0.578,87,0.847,1.48,6.5175,-0.1157,7.19,1,0,0,95,347,90,0.4189,2,7
bryan93,2913,4138.0,68,46,23.0,2.0,1766.0,"Scala,CSS,HTML,Go,C++,Java,JavaScript",2.8074,Go,12,0.32,0.266,0.641,51,0.835,2.76,8.4778,0.0778,7.98,1,0,0,122,151,9,0.4319,1,6
ryanbray,1731,221.0,12,109,17.0,1.0,26.0,"Scala,HTML,C++,Julia,Java,JavaScript,Swift",2.8074,Julia,4,0.619,0.372,0.59,53,0.404,1.88,-1.3024,0.0479,4.74,0,0,1,0,106,53,0.281,2,11
joel92,1044,403.0,68,6,3.0,2.0,4.0,"Scala,HTML,Java,Swift",2.0,Java,12,0.673,0.5,0.706,22,0.524,2.69,-4.3952,0.0737,2.86,0,0,0,0,95,85,0.3087,1,9
dev_5416,1800,1307.0,169,41,19.0,1.0,584.0,"Haskell,C,C++,Elixir",2.0,C++,4,0.974,0.345,0.5,7,0.41,1.55,-0.4258,0.0854,4.93,0,0,1,0,99,28,0.3048,1,2
kelseypatterson,3444,749.0,181,72,6.0,8.0,1420.0,"Scala,Lua,PHP,Rust,Kotlin,Elixir,Haskell,Shell,JavaScript,Swift",3.3219,Rust,14,0.735,0.876,0.361,41,0.635,4.16,6.1714,-0.203,9.43,1,1,1,21,165,80,0.5244,1,18
dev_5089,1681,30.0,0,6,42.0,43.0,81.0,"SQL,Shell,HTML,CSS",2.0,SQL,2,0.678,0.483,0.323,23,0.323,1.71,-6.2038,0.1624,4.6,0,0,0,0,6,2,0.2161,0,19
jchoi,3765,8459.0,2156,530,32.0,9.0,1140.0,"Scala,Lua,PHP,Julia,Dart,Python,C,Kotlin,TypeScript",3.1699,Python,10,1.0,0.726,0.955,47,0.792,3.01,7.1719,-0.086,10.31,1,0,1,14,5335,128,0.5426,2,15
robert14,3229,1007.0,126,800,94.0,138.0,1288.0,"CSS,Lua,HTML,R,PHP,Ruby,Java,C#,Python,SQL,TypeScript,Shell,JavaScript",3.7004,Shell,14,0.92,0.627,1.0,54,0.83,3.51,7.6574,-0.0298,8.84,1,1,1,124,921,110,0.6005,1,21
markstout,30,262.0,29,5,27.0,2.0,16.0,"CSS,C++,SQL,Go,Swift",2.3219,SQL,4,0.09,0.649,0.345,35,0.484,2.75,-0.4879,0.03,0.1,1,0,1,124,21,64,0.2591,1,19
cassandra23,1658,567.0,180,31,174.0,328.0,79.0,"CSS,Scala,Rust,C++,Ruby,Julia,Dart,C,Kotlin,SQL",3.3219,C++,3,0.57,0.591,0.686,34,1.0,2.45,7.4636,-0.2716,4.54,1,0,1,118,279,57,0.5284,2,2
dev_8525,2567,24.0,1,1,2.0,2.0,41.0,"Java,Dart,TypeScript,C++",2.0,C++,0,0.486,0.152,0.0,8,0.01,1.77,-3.3184,0.1327,7.03,0,0,0,0,54,27,0.1443,0,2
aaron14,693,51.0,6,79,66.0,122.0,63.0,"R,PHP,Julia,Dart,C,Python",2.585,Python,7,0.68,0.466,0.551,32,0.433,2.99,7.0535,0.0578,1.9,1,0,1,33,1152,23,0.3857,1,15
